obs_wl_vac(nm)	ritz_wl_vac(nm)	intens	Aki(s^-1)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"460.500"	"460.4987"	"65"	"2.3e+07"	D	"28068.065"	"49777.569"	"3d8.(3F).4s.4p.(3P*)"	"5G*"	"4"	"3d8.4s.(4F).5s"	"5F"	"3"		"T4287"	"L3475"	
"460.623"	"460.6221"	"18"	"1.0e+07"	D	"29013.206"	"50716.896"	"3d8.(3F).4s.4p.(3P*)"	"5G*"	"2"	"3d9.(2D<3/2>).4d"	"2[3/2]"	"1"		"T4287"	"L3475"	
""	"463.3033"	""	"7.8e+04"	E	"27580.391"	"49158.480"	"3d8.(3F).4s.4p.(3P*)"	"5G*"	"5"	"3d9.(2D<5/2>).4d"	"2[9/2]"	"5"		"T2765"	""	
"464.866"	"464.8652"	"75"	"2.4e+07"	D	"27580.391"	"49085.982"	"3d8.(3F).4s.4p.(3P*)"	"5G*"	"5"	"3d8.4s.(4F).5s"	"5F"	"4"		"T4287"	"L3475"	
""	"466.6986"	""	"6.3e+06"	D	"30619.414"	"52040.523"	"3d9.(2D).4p"	"3F*"	"2"	"3d8.4s.(4F).5s"	"3F"	"2"		"T4287"	""	
""	"467.5593"	""	"6.2e+05"	D	"29084.456"	"50466.131"	"3d8.(3F).4s.4p.(3P*)"	"5F*"	"4"	"3d8.4s.(4F).5s"	"3F"	"4"		"T4287"	""	
"468.622"	"468.6213"	"23"	"1.4e+07"	D	"29013.206"	"50346.427"	"3d8.(3F).4s.4p.(3P*)"	"5G*"	"2"	"3d8.4s.(4F).5s"	"5F"	"2"		"T4287"	"L3475"	
""	"469.8390"	""	"6.2e+06"	D	"32973.376"	"54251.308"	"3d8.(3F).4s.4p.(3P*)"	"3F*"	"4"	"3d8.4s.(2F).5s"	"1F"	"3"		"T2765"	""	
""	"470.1352"	""	"2.0e+06"	D	"28068.065"	"49332.593"	"3d8.(3F).4s.4p.(3P*)"	"5G*"	"4"	"3d9.(2D<5/2>).4d"	"2[7/2]"	"4"		"T4287"	""	
""	"470.1530"	""	"1.4e+07"	D	"32973.376"	"54237.099"	"3d8.(3F).4s.4p.(3P*)"	"3F*"	"4"	"3d8.4s.(2F).5s"	"3F"	"4"		"T4287"	""	
""	"471.0660"	""	"8.0e-02"	E	"879.816"	"22102.325"	"3d9.(2D).4s"	"3D"	"2"	"3d8.(1G).4s2"	"1G"	"4"	E2	"T848"	""	
"471.442"	"471.4417"	"110"	"4.6e+07"	D	"27260.894"	"48466.490"	"3d8.(3F).4s.4p.(3P*)"	"5G*"	"6"	"3d8.4s.(4F).5s"	"5F"	"5"		"T2765"	"L3475"	
"471.578"	"471.5762"	"22"	"2.0e+07"	D	"28578.018"	"49777.569"	"3d8.(3F).4s.4p.(3P*)"	"5G*"	"3"	"3d8.4s.(4F).5s"	"5F"	"3"		"T4287"	"L3475"	
""	"472.9276"	""	"2.7e+06"	E	"33112.334"	"54251.308"	"3d8.(3F).4s.4p.(3P*)"	"3F*"	"3"	"3d8.4s.(2F).5s"	"1F"	"3"		"T2765"	""	
""	"473.1798"	""	"8.4e+06"	D	"30912.817"	"52040.523"	"3d9.(2D).4p"	"3D*"	"1"	"3d8.4s.(4F).5s"	"3F"	"2"		"T4287"	""	
""	"473.2457"	""	"9.3e+06"	D	"33112.334"	"54237.099"	"3d8.(3F).4s.4p.(3P*)"	"3F*"	"3"	"3d8.4s.(2F).5s"	"3F"	"4"		"T4287"	""	
""	"474.0165"	""	"3.4e+05"	E	"28068.065"	"49158.480"	"3d8.(3F).4s.4p.(3P*)"	"5G*"	"4"	"3d9.(2D<5/2>).4d"	"2[9/2]"	"5"		"T2765"	""	
""	"475.2420"	""	"2.0e+07"	D	"29500.674"	"50536.703"	"3d9.(2D).4p"	"3P*"	"1"	"3d9.(2D<3/2>).4d"	"2[1/2]"	"1"		"T4287"	""	
"475.652"	"475.6515"	"30"	"1.5e+07"	D	"28068.065"	"49085.982"	"3d8.(3F).4s.4p.(3P*)"	"5G*"	"4"	"3d8.4s.(4F).5s"	"5F"	"4"		"T4287"	"L3475"	
""	"475.8420"	""	"4.6e+05"	D	"31031.020"	"52040.523"	"3d9.(2D).4p"	"1F*"	"3"	"3d8.4s.(4F).5s"	"3F"	"2"		"T4287"	""	
""	"476.2627"	""	"2.2e+05"	D+	"15609.844"	"36600.791"	"3d8.(3P).4s2"	"3P"	"2"	"3d8.(3F).4s.4p.(3P*)"	"1D*"	"2"		"T4812"	""	
""	"477.3411"	""	"1.2e+06"	D	"29888.477"	"50832.001"	"3d9.(2D).4p"	"3D*"	"2"	"3d9.(2D<3/2>).4d"	"2[5/2]"	"3"		"T4287"	""	
""	"478.6281"	""	"7.4e+04"	D+	"13521.347"	"34408.555"	"3d8.(1D).4s2"	"1D"	"2"	"3d8.(3F).4s.4p.(3P*)"	"3D*"	"1"		"T4812"	""	
"478.654"	"478.6535"	"45"	"1.8e+07"	D	"27580.391"	"48466.490"	"3d8.(3F).4s.4p.(3P*)"	"5G*"	"5"	"3d8.4s.(4F).5s"	"5F"	"5"		"T2765"	"L3475"	
""	"479.0965"	""	"2.3e+04"	D+	"15734.001"	"36600.791"	"3d8.(3P).4s2"	"3P"	"1"	"3d8.(3F).4s.4p.(3P*)"	"1D*"	"2"		"T4812"	""	
""	"479.3426"	""	"6.2e+05"	D	"29888.477"	"50744.552"	"3d9.(2D).4p"	"3D*"	"2"	"3d8.4s.(4F).5s"	"5F"	"1"		"T4287"	""	
"480.700"	"480.6993"	"22"	"7.3e+06"	D	"29668.918"	"50466.131"	"3d9.(2D).4p"	"*"	"3"	"3d8.4s.(4F).5s"	"3F"	"4"		"T4287"	"L3475"	
""	"480.8874"	""	"1.6e+06"	D	"29888.477"	"50677.555"	"3d9.(2D).4p"	"3D*"	"2"	"3d9.(2D<3/2>).4d"	"2[7/2]"	"3"		"T4287"	""	
""	"481.1983"	""	"9.5e+06"	D	"29500.674"	"50276.321"	"3d9.(2D).4p"	"3P*"	"1"	"3d8.(1S).4s2"	"1S"	"0"		"T4287"	""	
""	"481.3254"	""	"3.8e-06"	E	"1332.164"	"22102.325"	"3d8.(3F).4s2"	"3F"	"3"	"3d8.(1G).4s2"	"1G"	"4"	E2	"T848"	""	
""	"481.3254"	""	"1.6e-01"	D	"1332.164"	"22102.325"	"3d8.(3F).4s2"	"3F"	"3"	"3d8.(1G).4s2"	"1G"	"4"	M1	"T848"	""	
""	"481.4598"	""	"8.6e+05"	D	"29013.206"	"49777.569"	"3d8.(3F).4s.4p.(3P*)"	"5G*"	"2"	"3d8.4s.(4F).5s"	"5F"	"3"		"T4287"	""	
""	"481.5933"	""	"9.3e+05"	D	"28569.203"	"49327.811"	"3d9.(2D).4p"	"3P*"	"2"	"3d9.(2D<5/2>).4d"	"2[5/2]"	"2"		"T4287"	""	
""	"481.7818"	""	"7.0e+06"	D	"33500.822"	"54251.308"	"3d8.(3F).4s.4p.(3P*)"	"3D*"	"3"	"3d8.4s.(2F).5s"	"1F"	"3"		"T2765"	""	
""	"482.1119"	""	"4.5e+06"	D	"33500.822"	"54237.099"	"3d8.(3F).4s.4p.(3P*)"	"3D*"	"3"	"3d8.4s.(2F).5s"	"3F"	"4"		"T4287"	""	
"482.903"	"482.9023"	"22w"	"1.9e+07"	D	"28569.203"	"49271.540"	"3d9.(2D).4p"	"3P*"	"2"	"3d9.(2D<5/2>).4d"	"2[5/2]"	"3"		"T4287"	"L3475"	
"483.118"	"483.1176"	"19"	"1.6e+07"	D	"29084.456"	"49777.569"	"3d8.(3F).4s.4p.(3P*)"	"5F*"	"4"	"3d8.4s.(4F).5s"	"5F"	"3"		"T4287"	"L3475"	
""	"483.8643"	""	"2.2e+07"	D	"33590.130"	"54251.308"	"3d8.(3F).4s.4p.(3P*)"	"1G*"	"4"	"3d8.4s.(2F).5s"	"1F"	"3"		"T2765"	""	
""	"484.3158"	""	"2.9e+04"	D+	"13521.347"	"34163.264"	"3d8.(1D).4s2"	"1D"	"2"	"3d8.(3F).4s.4p.(3P*)"	"3F*"	"2"		"T4812"	""	
""	"484.3510"	""	"4.4e+06"	D	"33610.890"	"54251.308"	"3d8.(3F).4s.4p.(3P*)"	"3D*"	"2"	"3d8.4s.(2F).5s"	"1F"	"3"		"T2765"	""	
""	"484.5169"	""	"1.6e+05"	D	"29832.779"	"50466.131"	"3d8.(3F).4s.4p.(3P*)"	"5F*"	"3"	"3d8.4s.(4F).5s"	"3F"	"4"		"T4287"	""	
""	"485.2554"	""	"8.0e+06"	D	"28569.203"	"49171.151"	"3d9.(2D).4p"	"3P*"	"2"	"3d9.(2D<5/2>).4d"	"2[3/2]"	"1"		"T4287"	""	
"485.541"	"485.5411"	"45"	"5.7e+07"	D	"28569.203"	"49159.030"	"3d9.(2D).4p"	"3P*"	"2"	"3d9.(2D<5/2>).4d"	"2[3/2]"	"2"		"T2765"	"L3475"	
""	"490.0971"	""	"5.0e+05"	E	"28068.065"	"48466.490"	"3d8.(3F).4s.4p.(3P*)"	"5G*"	"4"	"3d8.4s.(4F).5s"	"5F"	"5"		"T2765"	""	
"490.441"	"490.4412"	"40"	"6.2e+07"	D	"28569.203"	"48953.316"	"3d9.(2D).4p"	"3P*"	"2"	"3d9.(2D<5/2>).4d"	"2[1/2]"	"1"		"T4287"	"L3475"	
""	"491.2018"	""	"1.5e+07"	D	"30392.003"	"50744.552"	"3d8.(3F).4s.4p.(3P*)"	"5F*"	"1"	"3d8.4s.(4F).5s"	"5F"	"1"		"T4287"	""	
""	"491.3973"	""	"2.2e+07"	D	"30192.251"	"50536.703"	"3d9.(2D).4p"	"3P*"	"0"	"3d9.(2D<3/2>).4d"	"2[1/2]"	"1"		"T4287"	""	
"491.836"	"491.8364"	"22"	"2.3e+07"	D	"30979.749"	"51306.038"	"3d8.(3F).4s.4p.(3P*)"	"3G*"	"4"	"3d8.4s.(4F).5s"	"3F"	"3"		"T4287"	"L3475"	
""	"492.5563"	""	"5.9e+06"	D	"29480.989"	"49777.569"	"3d9.(2D).4p"	"3F*"	"4"	"3d8.4s.(4F).5s"	"5F"	"3"		"T4287"	""	
"493.583"	"493.5831"	"16"	"2.4e+07"	D	"31786.162"	"52040.523"	"3d8.(3F).4s.4p.(3P*)"	"3G*"	"3"	"3d8.4s.(4F).5s"	"3F"	"2"		"T4287"	"L3475"	
""	"493.7348"	""	"1.2e+07"	D	"29084.456"	"49332.593"	"3d8.(3F).4s.4p.(3P*)"	"5F*"	"4"	"3d9.(2D<5/2>).4d"	"2[7/2]"	"4"		"T4287"	""	
""	"494.5445"	""	"8.3e+06"	D	"30619.414"	"50834.401"	"3d9.(2D).4p"	"3F*"	"2"	"3d9.(2D<3/2>).4d"	"2[5/2]"	"2"		"T4287"	""	
""	"494.6032"	""	"2.0e+06"	D	"30619.414"	"50832.001"	"3d9.(2D).4p"	"3F*"	"2"	"3d9.(2D<3/2>).4d"	"2[5/2]"	"3"		"T4287"	""	
""	"495.3208"	""	"1.2e+07"	D	"30163.124"	"50346.427"	"3d8.(3F).4s.4p.(3P*)"	"5F*"	"2"	"3d8.4s.(4F).5s"	"5F"	"2"		"T4287"	""	
""	"496.7524"	""	"2.4e+06"	D	"30619.414"	"50744.552"	"3d9.(2D).4p"	"3F*"	"2"	"3d8.4s.(4F).5s"	"5F"	"1"		"T4287"	""	
""	"497.6135"	""	"1.3e+06"	D	"29084.456"	"49174.770"	"3d8.(3F).4s.4p.(3P*)"	"5F*"	"4"	"3d9.(2D<5/2>).4d"	"2[9/2]"	"4"		"T4287"	""	
""	"497.6326"	""	"4.3e+04"	C+	"13521.347"	"33610.890"	"3d8.(1D).4s2"	"1D"	"2"	"3d8.(3F).4s.4p.(3P*)"	"3D*"	"2"		"T4812"	""	
""	"497.6697"	""	"1.6e+06"	E	"34163.264"	"54251.308"	"3d8.(3F).4s.4p.(3P*)"	"3F*"	"2"	"3d8.4s.(2F).5s"	"1F"	"3"		"T2765"	""	
"498.016"	"498.0173"	"45"	"1.9e+07"	D	"29084.456"	"49158.480"	"3d8.(3F).4s.4p.(3P*)"	"5F*"	"4"	"3d9.(2D<5/2>).4d"	"2[9/2]"	"5"		"T2765"	"L3475"	
""	"499.5650"	""	"7.8e+05"	D	"29320.762"	"49332.593"	"3d9.(2D).4p"	"3F*"	"3"	"3d9.(2D<5/2>).4d"	"2[7/2]"	"4"		"T4287"	""	
""	"499.6844"	""	"5.6e+06"	D	"29320.762"	"49327.811"	"3d9.(2D).4p"	"3F*"	"3"	"3d9.(2D<5/2>).4d"	"2[5/2]"	"2"		"T4287"	""	
""	"499.8224"	""	"4.9e+06"	D	"29084.456"	"49085.982"	"3d8.(3F).4s.4p.(3P*)"	"5F*"	"4"	"3d8.4s.(4F).5s"	"5F"	"4"		"T4287"	""	
"500.034"	"500.0343"	"16w"	"1.4e+07"	D	"29320.762"	"49313.814"	"3d9.(2D).4p"	"3F*"	"3"	"3d9.(2D<5/2>).4d"	"2[7/2]"	"3"		"T4287"	"L3475"	
""	"500.3741"	""	"6.0e+04"	C+	"13521.347"	"33500.822"	"3d8.(1D).4s2"	"1D"	"2"	"3d8.(3F).4s.4p.(3P*)"	"3D*"	"3"		"T4812"	""	
""	"501.0938"	""	"5.1e+06"	D	"29320.762"	"49271.540"	"3d9.(2D).4p"	"3F*"	"3"	"3d9.(2D<5/2>).4d"	"2[5/2]"	"3"		"T4287"	""	
"501.246"	"501.2443"	"18"	"1.1e+07"	D	"29832.779"	"49777.569"	"3d8.(3F).4s.4p.(3P*)"	"5F*"	"3"	"3d8.4s.(4F).5s"	"5F"	"3"		"T4287"	"L3475"	
"501.759"	"501.7576"	"50"	"2.0e+07"	D	"28542.105"	"48466.490"	"3d8.(3F).4s.4p.(3P*)"	"5F*"	"5"	"3d8.4s.(4F).5s"	"5F"	"5"		"T2765"	"L3475"	
""	"502.7318"	""	"3.0e-04"	E	"2216.550"	"22102.325"	"3d8.(3F).4s2"	"3F"	"2"	"3d8.(1G).4s2"	"1G"	"4"	E2	"T848"	""	
""	"503.2727"	""	"2.0e+06"	D	"31441.635"	"51306.038"	"3d9.(2D).4p"	"1D*"	"2"	"3d8.4s.(4F).5s"	"3F"	"3"		"T4287"	""	
"503.537"	"503.5362"	"100"	"5.7e+07"	D	"29320.762"	"49174.770"	"3d9.(2D).4p"	"3F*"	"3"	"3d9.(2D<5/2>).4d"	"2[9/2]"	"4"		"T4287"	"L3475"	
""	"503.9357"	""	"3.7e+06"	E	"29320.762"	"49159.030"	"3d9.(2D).4p"	"3F*"	"3"	"3d9.(2D<5/2>).4d"	"2[3/2]"	"2"		"T2765"	""	
""	"504.2187"	""	"1.4e+07"	D	"29500.674"	"49327.811"	"3d9.(2D).4p"	"3P*"	"1"	"3d9.(2D<5/2>).4d"	"2[5/2]"	"2"		"T4287"	""	
"504.885"	"504.8847"	"16"	"1.6e+07"	D	"31031.020"	"50832.001"	"3d9.(2D).4p"	"1F*"	"3"	"3d9.(2D<3/2>).4d"	"2[5/2]"	"3"		"T4287"	"L3475"	
""	"507.9958"	""	"1.5e+05"	D+	"14728.840"	"34408.555"	"3d10"	"1S"	"0"	"3d8.(3F).4s.4p.(3P*)"	"3D*"	"1"		"T4812"	""	
"508.052"	"508.0533"	"100"	"3.2e+07"	D	"29480.989"	"49158.480"	"3d9.(2D).4p"	"3F*"	"4"	"3d9.(2D<5/2>).4d"	"2[9/2]"	"5"		"T2765"	"L3475"	
"508.111"	"508.1110"	"65"	"5.7e+07"	D	"31031.020"	"50706.273"	"3d9.(2D).4p"	"1F*"	"3"	"3d9.(2D<3/2>).4d"	"2[7/2]"	"4"		"T4287"	"L3475"	
""	"508.2344"	""	"2.5e+07"	D	"29500.674"	"49171.151"	"3d9.(2D).4p"	"3P*"	"1"	"3d9.(2D<5/2>).4d"	"2[3/2]"	"1"		"T4287"	""	
"508.408"	"508.4102"	"26w"	"3.1e+07"	D	"29668.918"	"49332.593"	"3d9.(2D).4p"	"*"	"3"	"3d9.(2D<5/2>).4d"	"2[7/2]"	"4"		"T4287"	"L3475"	
""	"508.5478"	""	"1.7e+06"	E	"29500.674"	"49159.030"	"3d9.(2D).4p"	"3P*"	"1"	"3d9.(2D<5/2>).4d"	"2[3/2]"	"2"		"T2765"	""	
""	"508.8962"	""	"1.7e+06"	D	"29668.918"	"49313.814"	"3d9.(2D).4p"	"*"	"3"	"3d9.(2D<5/2>).4d"	"2[7/2]"	"3"		"T4287"	""	
""	"509.4411"	""	"7.1e+06"	D	"30912.817"	"50536.703"	"3d9.(2D).4p"	"3D*"	"1"	"3d9.(2D<3/2>).4d"	"2[1/2]"	"1"		"T4287"	""	
"509.995"	"509.9937"	"26w"	"2.9e+07"	D	"29668.918"	"49271.540"	"3d9.(2D).4p"	"*"	"3"	"3d9.(2D<5/2>).4d"	"2[5/2]"	"3"		"T4287"	"L3475"	
""	"510.2966"	""	"8.8e+04"	C+	"13521.347"	"33112.334"	"3d8.(1D).4s2"	"1D"	"2"	"3d8.(3F).4s.4p.(3P*)"	"3F*"	"3"		"T4812"	""	
"511.540"	"511.5392"	"21"	"2.2e+07"	D	"30922.734"	"50466.131"	"3d8.(3F).4s.4p.(3P*)"	"3G*"	"5"	"3d8.4s.(4F).5s"	"3F"	"4"		"T4287"	"L3475"	
"512.938"	"512.9378"	"18w"	"1.2e+07"	D	"29668.918"	"49159.030"	"3d9.(2D).4p"	"*"	"3"	"3d9.(2D<5/2>).4d"	"2[3/2]"	"2"		"T2765"	"L3475"	
"513.708"	"513.7074"	"23"	"8.6e+05"	C+	"13521.347"	"32982.260"	"3d8.(1D).4s2"	"1D"	"2"	"3d9.(2D).4p"	"1P*"	"1"		"T4812"	"L3475"	
""	"515.5126"	""	"1.1e+07"	D	"31441.635"	"50834.401"	"3d9.(2D).4p"	"1D*"	"2"	"3d9.(2D<3/2>).4d"	"2[5/2]"	"2"		"T4287"	""	
"515.576"	"515.5764"	"40w"	"2.9e+07"	D	"31441.635"	"50832.001"	"3d9.(2D).4p"	"1D*"	"2"	"3d9.(2D<3/2>).4d"	"2[5/2]"	"3"		"T4287"	"L3475"	
""	"515.7980"	""	"5.9e+05"	E	"29084.456"	"48466.490"	"3d8.(3F).4s.4p.(3P*)"	"5F*"	"4"	"3d8.4s.(4F).5s"	"5F"	"5"		"T2765"	""	
"517.656"	"517.6560"	"13"	"1.8e+07"	D	"31441.635"	"50754.103"	"3d9.(2D).4p"	"1D*"	"2"	"3d9.(2D<3/2>).4d"	"2[3/2]"	"2"		"T4287"	"L3475"	
""	"517.9122"	""	"2.8e+06"	D	"31441.635"	"50744.552"	"3d9.(2D).4p"	"1D*"	"2"	"3d8.4s.(4F).5s"	"5F"	"1"		"T4287"	""	
""	"518.7820"	""	"6.1e+05"	E	"29888.477"	"49159.030"	"3d9.(2D).4p"	"3D*"	"2"	"3d9.(2D<5/2>).4d"	"2[3/2]"	"2"		"T2765"	""	
""	"519.7160"	""	"2.3e+06"	D	"31441.635"	"50677.555"	"3d9.(2D).4p"	"1D*"	"2"	"3d9.(2D<3/2>).4d"	"2[7/2]"	"3"		"T4287"	""	
""	"522.0291"	""	"1.7e+06"	D	"30163.124"	"49313.814"	"3d8.(3F).4s.4p.(3P*)"	"5F*"	"2"	"3d9.(2D<5/2>).4d"	"2[7/2]"	"3"		"T4287"	""	
""	"526.2827"	""	"5.7e+04"	E	"30163.124"	"49159.030"	"3d8.(3F).4s.4p.(3P*)"	"5F*"	"2"	"3d9.(2D<5/2>).4d"	"2[3/2]"	"2"		"T2765"	""	
""	"526.5712"	""	"3.7e+05"	E	"29480.989"	"48466.490"	"3d9.(2D).4p"	"3F*"	"4"	"3d8.4s.(4F).5s"	"5F"	"5"		"T2765"	""	
""	"534.7708"	""	"3.0e+05"	D	"30619.414"	"49313.814"	"3d9.(2D).4p"	"3F*"	"2"	"3d9.(2D<5/2>).4d"	"2[7/2]"	"3"		"T4287"	""	
""	"534.8284"	""	"4.4e-01"	E	"3409.937"	"22102.325"	"3d9.(2D).4s"	"1D"	"2"	"3d8.(1G).4s2"	"1G"	"4"	E2	"T848"	""	
""	"535.3391"	""	"1.2e+05"	D+	"15734.001"	"34408.555"	"3d8.(3P).4s2"	"3P"	"1"	"3d8.(3F).4s.4p.(3P*)"	"3D*"	"1"		"T4812"	""	
""	"537.1330"	""	"1.6e+07"	D	"35639.122"	"54251.308"	"3d8.(3F).4s.4p.(3P*)"	"1F*"	"3"	"3d8.4s.(2F).5s"	"1F"	"3"		"T2765"	""	
""	"538.8344"	""	"1.3e+04"	D+	"15609.844"	"34163.264"	"3d8.(3P).4s2"	"3P"	"2"	"3d8.(3F).4s.4p.(3P*)"	"3F*"	"2"		"T4812"	""	
""	"539.2331"	""	"2.2e+06"	D	"33500.822"	"52040.523"	"3d8.(3F).4s.4p.(3P*)"	"3D*"	"3"	"3d8.4s.(4F).5s"	"3F"	"2"		"T4287"	""	
""	"542.4645"	""	"7.7e+04"	D+	"15734.001"	"34163.264"	"3d8.(3P).4s2"	"3P"	"1"	"3d8.(3F).4s.4p.(3P*)"	"3F*"	"2"		"T4812"	""	
"543.587"	"543.5858"	"8"	"1.9e+05"	D+	"16017.306"	"34408.555"	"3d8.(3P).4s2"	"3P"	"0"	"3d8.(3F).4s.4p.(3P*)"	"3D*"	"1"		"T4812"	"L3475"	
""	"545.2861"	""	"1.6e+06"	D	"30619.414"	"48953.316"	"3d9.(2D).4p"	"3F*"	"2"	"3d9.(2D<5/2>).4d"	"2[1/2]"	"1"		"T4287"	""	
""	"545.3230"	""	"1.0e+06"	D	"32973.376"	"51306.038"	"3d8.(3F).4s.4p.(3P*)"	"3F*"	"4"	"3d8.4s.(4F).5s"	"3F"	"3"		"T4287"	""	
""	"546.2493"	""	"2.9e+06"	D	"31031.020"	"49332.593"	"3d9.(2D).4p"	"1F*"	"3"	"3d9.(2D<5/2>).4d"	"2[7/2]"	"4"		"T4287"	""	
""	"546.8104"	""	"7.8e+05"	D	"31031.020"	"49313.814"	"3d9.(2D).4p"	"1F*"	"3"	"3d9.(2D<5/2>).4d"	"2[7/2]"	"3"		"T4287"	""	
""	"547.5430"	""	"5.9e+05"	D	"30912.817"	"49171.151"	"3d9.(2D).4p"	"3D*"	"1"	"3d9.(2D<5/2>).4d"	"2[3/2]"	"1"		"T4287"	""	
"547.691"	"547.6904"	"180"	"9.5e+06"	C+	"14728.840"	"32982.260"	"3d10"	"1S"	"0"	"3d9.(2D).4p"	"1P*"	"1"		"T4812"	"L3475"	
""	"549.4880"	""	"2.2e+06"	D	"33112.334"	"51306.038"	"3d8.(3F).4s.4p.(3P*)"	"3F*"	"3"	"3d8.4s.(4F).5s"	"3F"	"3"		"T4287"	""	
""	"549.9406"	""	"6.2e+04"	E	"30979.749"	"49158.480"	"3d8.(3F).4s.4p.(3P*)"	"3G*"	"4"	"3d9.(2D<5/2>).4d"	"2[9/2]"	"5"		"T2765"	""	
""	"550.4094"	""	"4.4e+05"	D	"30922.734"	"49085.982"	"3d8.(3F).4s.4p.(3P*)"	"3G*"	"5"	"3d8.4s.(4F).5s"	"5F"	"4"		"T4287"	""	
""	"551.4793"	""	"4.5e+05"	E	"31031.020"	"49159.030"	"3d9.(2D).4p"	"1F*"	"3"	"3d9.(2D<5/2>).4d"	"2[3/2]"	"2"		"T2765"	""	
""	"553.7106"	""	"1.5e+05"	D	"31031.020"	"49085.982"	"3d9.(2D).4p"	"1F*"	"3"	"3d8.4s.(4F).5s"	"5F"	"4"		"T4287"	""	
""	"555.3690"	""	"2.5e+04"	C+	"15609.844"	"33610.890"	"3d8.(3P).4s2"	"3P"	"2"	"3d8.(3F).4s.4p.(3P*)"	"3D*"	"2"		"T4812"	""	
"557.873"	"557.8718"	"6"	"9.8e+04"	D+	"13521.347"	"31441.635"	"3d8.(1D).4s2"	"1D"	"2"	"3d9.(2D).4p"	"1D*"	"2"		"T4812"	"L3475"	
"558.786"	"558.7858"	"9"	"2.2e+05"	C+	"15609.844"	"33500.822"	"3d8.(3P).4s2"	"3P"	"2"	"3d8.(3F).4s.4p.(3P*)"	"3D*"	"3"		"T4812"	"L3475"	
""	"558.9358"	""	"3.1e+06"	D	"31441.635"	"49327.811"	"3d9.(2D).4p"	"1D*"	"2"	"3d9.(2D<5/2>).4d"	"2[5/2]"	"2"		"T4287"	""	
"559.228"	"559.2262"	"13"	"1.1e+05"	C+	"15734.001"	"33610.890"	"3d8.(3P).4s2"	"3P"	"1"	"3d8.(3F).4s.4p.(3P*)"	"3D*"	"2"		"T4812"	"L3475"	
""	"559.3736"	""	"4.4e+06"	D	"31441.635"	"49313.814"	"3d9.(2D).4p"	"1D*"	"2"	"3d9.(2D<5/2>).4d"	"2[7/2]"	"3"		"T4287"	""	
"562.533"	"562.5317"	"5w"	"8.4e+06"	D	"32982.260"	"50754.103"	"3d9.(2D).4p"	"1P*"	"1"	"3d9.(2D<3/2>).4d"	"2[3/2]"	"2"		"T4287"	"L3475"	
""	"563.7119"	""	"1.1e+07"	D	"32982.260"	"50716.896"	"3d9.(2D).4p"	"1P*"	"1"	"3d9.(2D<3/2>).4d"	"2[3/2]"	"1"		"T4287"	""	
""	"563.8747"	""	"1.3e+06"	D	"31441.635"	"49171.151"	"3d9.(2D).4p"	"1D*"	"2"	"3d9.(2D<5/2>).4d"	"2[3/2]"	"1"		"T4287"	""	
""	"564.1881"	""	"2.5e+06"	D	"33112.334"	"50832.001"	"3d8.(3F).4s.4p.(3P*)"	"3F*"	"3"	"3d9.(2D<3/2>).4d"	"2[5/2]"	"3"		"T4287"	""	
""	"564.2604"	""	"4.0e+05"	E	"31441.635"	"49159.030"	"3d9.(2D).4p"	"1D*"	"2"	"3d9.(2D<5/2>).4d"	"2[3/2]"	"2"		"T2765"	""	
""	"564.3078"	""	"1.7e+06"	D	"33590.130"	"51306.038"	"3d8.(3F).4s.4p.(3P*)"	"1G*"	"4"	"3d8.4s.(4F).5s"	"3F"	"3"		"T4287"	""	
"566.402"	"566.3985"	"5"	"1.1e+07"	D	"36600.791"	"54251.308"	"3d8.(3F).4s.4p.(3P*)"	"1D*"	"2"	"3d8.4s.(2F).5s"	"1F"	"3"		"T2765"	"L3475"	
"568.220"	"568.2199"	"12"	"7.8e+06"	D	"33112.334"	"50706.273"	"3d8.(3F).4s.4p.(3P*)"	"3F*"	"3"	"3d9.(2D<3/2>).4d"	"2[7/2]"	"4"		"T4287"	"L3475"	
"569.500"	"569.4983"	"8"	"1.7e+07"	D	"32982.260"	"50536.703"	"3d9.(2D).4p"	"1P*"	"1"	"3d9.(2D<3/2>).4d"	"2[1/2]"	"1"		"T4287"	"L3475"	
"570.956"	"570.9545"	"23"	"2.0e+05"	D+	"13521.347"	"31031.020"	"3d8.(1D).4s2"	"1D"	"2"	"3d9.(2D).4p"	"1F*"	"3"		"T4812"	"L3475"	
"571.190"	"571.1888"	"10"	"1.6e+05"	C+	"15609.844"	"33112.334"	"3d8.(3P).4s2"	"3P"	"2"	"3d8.(3F).4s.4p.(3P*)"	"3F*"	"3"		"T4812"	"L3475"	
""	"574.8351"	""	"3.7e+04"	D	"13521.347"	"30912.817"	"3d8.(1D).4s2"	"1D"	"2"	"3d9.(2D).4p"	"3D*"	"1"		"T4287"	""	
""	"574.9297"	""	"2.3e+05"	D	"31786.162"	"49174.770"	"3d8.(3F).4s.4p.(3P*)"	"3G*"	"3"	"3d9.(2D<5/2>).4d"	"2[9/2]"	"4"		"T4287"	""	
"575.468"	"575.4656"	"16"	"3.1e+05"	C+	"15609.844"	"32982.260"	"3d8.(3P).4s2"	"3P"	"2"	"3d9.(2D).4p"	"1P*"	"1"		"T4812"	"L3475"	
