State	Vibr.	J	Energy	Index
Pi	6	1.5	29157.0449409026	1378
Pi	6	1.5	29157.0449571455	1379
Pi	6	2.5	29164.2794269575	1380
Pi	6	2.5	29164.2794917976	1381
Pi	6	3.5	29174.4068421667	1382
Pi	6	3.5	29174.4070038098	1383
Pi	6	4.5	29187.4263254321	1386
Pi	6	4.5	29187.4266475511	1387
Pi	6	5.5	29203.3367685993	1388
Pi	6	5.5	29203.3373298352	1389
Pi	6	6.5	29222.1368139913	1392
Pi	6	6.5	29222.1377073463	1393
Pi	6	7.5	29243.8248514776	1396
Pi	6	7.5	29243.826183614	1397
Pi	6	8.5	29268.399015135	1400
Pi	6	8.5	29268.4009055916	1401
Pi	6	0.5	29276.0088086	1402
Pi	6	0.5	29276.0226446	1403
Pi	6	1.5	29280.4453780974	1404
Pi	6	1.5	29280.4730338545	1405
Pi	6	2.5	29287.8436400425	1406
Pi	6	2.5	29287.8850832024	1407
Pi	6	9.5	29295.8571795589	1408
Pi	6	9.5	29295.8597598988	1409
Pi	6	3.5	29298.2026384333	1410
Pi	6	3.5	29298.2578207902	1411
Pi	6	4.5	29311.5210335679	1416
Pi	6	4.5	29311.5898914488	1417
Pi	6	10.5	29326.1969558911	1418
Pi	6	10.5	29326.2003687956	1419
Pi	6	5.5	29327.7971040007	1420
Pi	6	5.5	29327.8795587648	1421
Pi	6	6.5	29347.0287490087	1424
Pi	6	6.5	29347.1247076537	1425
Pi	6	11.5	29359.4156876288	1428
Pi	6	11.5	29359.4200859507	1429
Pi	6	7.5	29369.2134915224	1430
Pi	6	7.5	29369.322847386	1431
Pi	6	8.5	29394.348481465	1432
Pi	6	8.5	29394.4711150084	1433
Pi	6	12.5	29395.51044628	1434
Pi	6	12.5	29395.5159920725	1435
Pi	6	9.5	29422.4304994411	1438
Pi	6	9.5	29422.5662791012	1439
Pi	6	13.5	29434.4780269313	1440
Pi	6	13.5	29434.4848904637	1441
Pi	6	10.5	29453.4559607089	1446
Pi	6	10.5	29453.6047438044	1447
Pi	6	14.5	29476.3149437875	1448
Pi	6	14.5	29476.3233025624	1449
Pi	6	11.5	29487.4209193712	1450
Pi	6	11.5	29487.5825530493	1451
Pi	6	15.5	29521.0174257395	1456
Pi	6	15.5	29521.0274635226	1457
Pi	6	12.5	29524.32107272	1458
Pi	6	12.5	29524.4953949275	1459
Pi	6	13.5	29564.1517656687	1462
Pi	6	13.5	29564.3386061363	1463
Pi	6	16.5	29568.5814120131	1464
Pi	6	16.5	29568.5933178854	1465
Pi	6	14.5	29606.9079952125	1470
Pi	6	14.5	29607.1071764376	1471
Pi	6	17.5	29619.0025479417	1472
Pi	6	17.5	29619.0165153846	1473
Pi	6	15.5	29652.5844148605	1478
Pi	6	15.5	29652.7957530774	1479
Pi	6	18.5	29672.2761809039	1480
Pi	6	18.5	29672.2924069226	1481
Pi	6	16.5	29701.1753389869	1484
Pi	6	16.5	29701.3986451146	1485
Pi	6	19.5	29728.3973564553	1488
Pi	6	19.5	29728.4160407493	1489
Pi	6	17.5	29752.6747470583	1492
Pi	6	17.5	29752.9098276154	1493
Pi	6	20.5	29787.360814683	1496
Pi	6	20.5	29787.382158866	1497
Pi	6	18.5	29807.0762876961	1500
Pi	6	18.5	29807.3229456774	1501
Pi	6	19.5	29864.3732825447	1508
Pi	6	19.5	29864.6313182507	1509
B	0	0.5	45632.5334	1686
B	0	0.5	45636.08139008	1687
B	0	1.5	45636.11334008	1688
B	0	1.5	45643.20912872	1689
B	0	2.5	45643.26237872	1690
B	0	2.5	45653.90558288	1691
B	0	3.5	45653.98013288	1692
B	0	3.5	45668.170178	1693
B	0	4.5	45668.266028	1694
B	0	4.5	45686.002148	1695
B	0	5.5	45686.119298	1696
B	0	5.5	45707.40053528	1697
B	0	6.5	45707.53898528	1698
B	0	6.5	45732.36419072	1699
B	0	7.5	45732.52394072	1700
B	0	7.5	45760.89177368	1701
B	0	8.5	45761.07282368	1702
B	0	8.5	45792.981752	1703
B	0	9.5	45793.184102	1704
B	0	9.5	45828.632402	1705
B	0	10.5	45828.856052	1706
B	0	10.5	45867.84180848	1707
B	0	11.5	45868.08675848	1708
B	0	11.5	45910.60786472	1709
B	0	12.5	45910.87411472	1710
B	0	12.5	45956.92827248	1711
B	0	13.5	45957.21582248	1712
B	0	13.5	46006.800542	1713
B	0	14.5	46007.109392	1714
B	0	14.5	46060.221992	1715
B	0	15.5	46060.552142	1716
